time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
17:29:20:1810,-0.4424,10.6496,2.9625,11.063
17:29:20:1910,-1.7308,9.4057,0.8305,9.600
17:29:20:2010,-2.2850,7.2598,4.5834,8.884
17:29:20:2190,-3.9787,6.5935,10.5489,13.061
17:29:20:2220,-4.5644,5.0978,11.4618,13.349
17:29:20:2330,-5.4317,-0.3125,12.9486,14.045
17:29:20:2520,-14.5438,-40.1543,12.8117,44.587
17:29:20:2540,-15.9708,-68.6653,13.4290,71.766
17:29:20:2620,-3.6623,-68.6852,-1.6700,68.803
17:29:20:2810,24.1868,-57.8073,-18.0644,65.215
17:29:20:2829,11.8517,-30.6894,-3.7221,33.108
17:29:20:3010,-0.2008,-7.4280,6.4565,9.844
17:29:20:3030,-1.2500,-3.9678,5.1256,6.601
17:29:20:3180,-3.9285,2.6664,-2.5526,5.391
17:29:20:3340,-5.4999,8.6680,-8.8051,13.525
17:29:20:3380,-5.1605,13.4806,-1.7581,14.541
17:29:20:3400,-4.9237,13.6607,-0.6139,14.534
17:29:20:3510,-2.6528,13.9587,0.5297,14.218
17:29:20:3670,0.2457,13.7125,3.0669,14.053
17:29:20:3820,3.4701,12.2109,3.2427,13.102
17:29:20:3840,3.7628,12.0865,3.6431,13.172
17:29:20:4020,3.7291,11.6428,5.4577,13.388
17:29:20:4040,3.2898,11.4219,6.2439,13.426
17:29:20:4130,2.8193,11.7519,5.0114,13.083
17:29:20:4220,1.2809,12.2709,3.8219,12.916
17:29:20:4320,-0.3922,12.8621,3.9181,13.451
17:29:20:4410,0.7273,12.8685,4.1777,13.549
17:29:20:4600,3.1707,12.6539,3.3692,13.473
17:29:20:4620,4.0321,12.7109,2.2405,13.522
17:29:20:4840,4.2461,13.0016,0.1910,13.679
17:29:20:4860,4.8857,13.2547,0.0837,14.127
17:29:20:4970,5.9664,12.9293,2.9949,14.551
17:29:20:5070,6.2275,12.5684,3.5095,14.459
17:29:20:5130,5.8085,11.4634,3.4850,13.315
17:29:20:5220,5.1646,10.5160,2.6857,12.020
17:29:20:5380,4.4754,8.3250,1.3804,9.552
17:29:20:5410,4.8412,7.8362,0.2295,9.214
17:29:20:5520,5.1284,6.5083,-4.9193,9.636
17:29:20:5740,0.5254,3.2914,-9.0074,9.604
17:29:20:5930,-3.6581,0.2233,-9.7332,10.400
17:29:20:5950,-3.8309,-0.1840,-8.4164,9.249
17:29:20:5960,-5.6986,-1.0746,2.1106,6.171
17:29:20:6050,-8.3502,-1.7927,17.2699,19.266
17:29:20:6210,-22.2821,-11.8718,7.8947,26.453
17:29:20:6230,-43.9338,-23.9460,-10.8283,51.194
17:29:20:6390,-33.8434,-22.5174,4.6892,40.919
17:29:20:6410,-12.2254,-16.1098,9.2742,22.249
17:29:20:6570,-2.7272,-14.9852,4.7857,15.965
17:29:20:6630,-4.9700,-25.7518,2.1770,26.317
17:29:20:6760,-7.3701,-48.0381,3.2946,48.712
17:29:20:6810,-5.3088,-49.5409,2.4256,49.884
17:29:20:7040,-5.4174,-14.8968,-1.3784,15.911
17:29:20:7070,-5.5117,-14.7875,-1.5784,15.860
17:29:20:7110,-2.4565,-5.9836,-0.2401,6.473
17:29:20:7220,-1.0192,0.1804,0.7210,1.261
17:29:20:7410,1.2869,9.7310,1.0862,9.876
17:29:20:7420,1.4859,10.5951,0.2452,10.702
17:29:20:7570,1.7961,13.1052,-1.9204,13.366
17:29:20:7720,2.5022,13.8318,-2.8946,14.351
17:29:20:7890,3.9209,12.5730,-1.6289,13.271
17:29:20:7910,3.9800,12.0805,-1.5234,12.810
17:29:20:7920,4.0024,10.5148,-1.4539,11.344
17:29:20:8020,4.2640,8.8231,-1.7333,9.952
17:29:20:8139,4.4037,7.7691,-1.7341,9.097
17:29:20:8330,4.2097,7.8043,-1.6341,9.017
17:29:20:8360,3.4609,7.4910,-1.1875,8.337
17:29:20:8410,2.9272,7.6294,-1.1088,8.247
17:29:20:8590,1.9664,7.9583,-0.4723,8.211
17:29:20:8610,1.3506,8.3115,0.4323,8.432
17:29:20:8850,1.2526,8.9071,1.5798,9.132
17:29:20:8870,1.0203,9.5856,3.1358,10.137
17:29:20:8970,0.3325,9.6909,5.8345,11.317
17:29:20:9160,0.3483,9.6360,5.8282,11.267
17:29:20:9180,0.3038,9.7217,5.9798,11.418
17:29:20:9220,-0.0654,9.7845,6.9899,12.025
17:29:20:9390,-0.4171,9.7948,7.8097,12.534
17:29:20:9420,-0.2913,9.7690,8.0178,12.641
17:29:20:9520,-0.1236,9.6996,8.3979,12.830
17:29:20:9660,-0.2660,9.5880,8.6678,12.928
17:29:20:9810,-0.8484,9.2618,8.0559,12.304
17:29:20:9820,-1.0781,9.2968,7.5510,12.025
17:29:20:9910,-0.7921,8.0712,5.6869,9.905
17:29:21:0070,0.0144,6.4002,0.1698,6.402
17:29:21:0320,-3.3212,4.9207,3.7201,7.006
17:29:21:0340,-5.5085,-3.8961,4.5903,8.161
17:29:21:0350,-18.3413,-54.7436,1.9080,57.766
17:29:21:0470,-24.0787,-68.5518,9.8834,73.327
17:29:21:0660,0.7518,-55.0759,1.6707,55.106
17:29:21:0680,13.1486,-38.0567,-3.1677,40.388
17:29:21:0709,16.1881,-20.4257,-15.0276,30.085
17:29:21:0810,6.4968,-11.0679,-13.4466,18.588
17:29:21:0990,-4.3397,-3.1514,-3.2500,6.271
17:29:21:1019,-5.6246,-1.8098,-2.0570,6.256
17:29:21:1150,-5.8576,3.0445,-3.6257,7.532
17:29:21:1409,-5.6010,5.9009,-1.6294,8.297
17:29:21:1419,-5.4347,10.1827,1.5833,11.650
17:29:21:1429,-4.5752,10.8396,0.9381,11.803
17:29:21:1560,-2.6541,12.0296,0.2719,12.322
17:29:21:1790,1.2099,12.5902,4.2324,13.338
17:29:21:1810,4.6961,11.7066,5.0257,13.578
17:29:21:1820,5.1328,11.4716,4.9784,13.518
17:29:21:1990,5.4850,11.2138,4.6486,13.321
17:29:21:2010,5.9596,11.2366,3.8158,13.279
17:29:21:2120,5.9285,11.4600,2.8587,13.216
17:29:21:2210,4.5813,11.7382,2.8512,12.919
17:29:21:2320,2.7615,12.0162,2.0846,12.504
17:29:21:2430,1.3911,12.2406,0.7296,12.341
17:29:21:2540,0.2149,12.5292,-0.4450,12.539
17:29:21:2640,-0.7491,13.0039,-0.7873,13.049
17:29:21:2710,-2.5215,13.5726,-0.6473,13.820
17:29:21:2849,-3.3290,13.8171,0.3110,14.216
17:29:21:2990,0.5654,12.6083,2.1356,12.800
17:29:21:3010,1.7797,12.2261,2.5049,12.606
17:29:21:3110,4.5278,11.1534,3.4109,12.511
17:29:21:3220,6.2393,10.0364,3.8242,12.421
17:29:21:3390,7.4681,7.3170,3.0819,10.900
17:29:21:3430,7.4472,6.7704,2.8601,10.463
17:29:21:3520,6.2565,4.8308,0.7356,7.939
17:29:21:3660,6.7961,3.3091,-4.8294,8.970
17:29:21:3890,4.8046,2.6130,3.6743,6.589
17:29:21:3930,4.1555,2.5858,6.7405,8.330
17:29:21:3940,1.4012,2.3192,11.9401,12.244
17:29:21:4050,-4.3552,0.5133,11.1239,11.957
17:29:21:4270,-32.5263,-9.4739,9.6534,35.226
17:29:21:4290,-47.3342,-22.9567,2.5950,52.671
17:29:21:4310,-35.2611,-24.4015,-8.6705,43.749
17:29:21:4430,-29.3996,-39.6608,-6.1097,49.746
17:29:21:4530,-14.5311,-49.8424,0.5721,51.921
17:29:21:4640,1.1534,-46.7780,4.2830,46.988
17:29:21:4730,11.1393,-38.3044,5.7606,40.305
17:29:21:4860,14.1145,-29.6378,4.3874,33.119
17:29:21:4970,2.4683,-11.0032,3.6922,11.866
17:29:21:5020,1.4062,-7.9906,3.8244,8.970
17:29:21:5140,1.2384,-7.8946,3.7536,8.829
17:29:21:5360,1.1584,1.2002,3.8722,4.216
17:29:21:5390,-0.0778,5.6824,1.7954,5.960
17:29:21:5450,-0.2467,6.4106,0.7955,6.465
17:29:21:5510,-0.7589,8.1642,-0.1309,8.200
17:29:21:5620,-0.8705,9.2992,-1.8975,9.531
17:29:21:5810,-1.0997,9.8444,-3.7180,10.580
17:29:21:5830,-1.1777,9.8906,-4.0048,10.735
17:29:21:6000,-1.0090,9.9423,-4.5378,10.975
17:29:21:6210,-0.6779,9.2663,-4.1795,10.188
17:29:21:6230,0.3933,8.7198,-3.1003,9.263
17:29:21:6230,1.5791,8.8441,-2.3450,9.285
17:29:21:6390,2.3359,9.3264,-1.5511,9.739
17:29:21:6590,2.6185,9.9081,-1.0127,10.298
17:29:21:6610,2.8746,10.5692,-0.6563,10.973
17:29:21:6620,2.7157,10.8049,-0.2033,11.143
17:29:21:6720,2.5055,10.8507,0.5016,11.148
17:29:21:6969,2.3242,10.6357,1.2307,10.956
17:29:21:6990,2.0024,10.0814,3.2940,10.793
17:29:21:7020,1.8590,9.9730,3.7797,10.826
17:29:21:7170,1.7456,9.7268,5.4310,11.276
17:29:21:7220,2.0212,9.7187,5.7289,11.461
17:29:21:7380,3.2319,9.7066,6.7572,12.261
17:29:21:7410,3.3684,9.7474,6.9169,12.418
17:29:21:7510,3.5676,9.7264,6.8517,12.421
17:29:21:7610,3.2939,9.6958,7.0024,12.405
17:29:21:7800,2.8366,9.4421,6.1863,11.639
17:29:21:7830,2.5523,9.5191,5.8722,11.472
17:29:21:7920,1.2188,9.2012,4.8099,10.454
17:29:21:8010,-0.0139,7.9141,3.8135,8.785
17:29:21:8149,-2.0300,6.1355,5.3278,8.376
17:29:21:8340,-10.9120,-10.1275,6.6198,16.293
17:29:21:8360,-21.7306,-52.8041,-2.8789,57.173
17:29:21:8490,-20.6486,-60.1487,3.9420,63.716
17:29:21:8660,-9.7484,-56.9899,11.7202,58.994
17:29:21:8680,4.5645,-42.4452,10.2008,43.892
17:29:21:8710,9.6634,-23.3782,8.5782,26.712
17:29:21:8870,7.1849,-13.2481,3.1717,15.401
17:29:21:9070,-3.8247,-5.7291,-14.2048,15.787
17:29:21:9090,-7.4566,-4.2400,-11.1161,14.041
17:29:21:9120,-11.8748,-0.0934,-4.4736,12.690
17:29:21:9220,-12.2944,4.0818,-7.1458,14.794
17:29:21:9390,-7.2007,9.5535,-3.8889,12.579
17:29:21:9420,-6.1119,10.2467,-2.9554,12.292
17:29:21:9520,-3.3700,11.9589,-1.0452,12.469
17:29:21:9610,0.2073,12.7407,0.1287,12.743
17:29:21:9800,7.4304,12.3453,0.6372,14.423
17:29:21:9820,8.2156,12.1705,0.7561,14.703
17:29:21:9910,9.6736,11.5599,1.7159,15.171
17:29:22:0020,9.6994,11.1247,4.7389,15.501
17:29:22:0130,8.7407,10.8673,7.0302,15.618
17:29:22:0200,7.4975,11.0367,6.9364,15.038
17:29:22:0310,4.6727,11.2727,5.8343,13.526
17:29:22:0410,1.6459,11.3458,4.3214,12.252
17:29:22:0530,-0.0893,11.4238,3.5208,11.954
17:29:22:0640,-0.1532,11.4008,3.7540,12.004
17:29:22:0760,0.5282,11.2738,4.2014,12.043
17:29:22:0840,1.1831,11.3066,3.0536,11.771
17:29:22:0970,2.2420,11.0702,0.1653,11.296
17:29:22:1000,2.7757,10.8045,-0.3724,11.162
17:29:22:1110,4.5640,9.8007,-1.7356,10.950
17:29:22:1210,5.6173,7.9864,-3.7171,10.448
17:29:22:1390,1.8713,4.4748,0.1070,4.851
17:29:22:1409,1.5932,4.3232,0.4528,4.630
17:29:22:1550,1.1990,4.5585,-3.2348,5.717
17:29:22:1770,4.0457,5.2842,-8.9555,11.158
17:29:22:1790,9.6740,5.5422,-4.2635,11.936
17:29:22:1870,8.8264,5.2203,0.3783,10.262
17:29:22:2070,2.2274,4.4397,21.3466,21.917
17:29:22:2100,-3.7544,2.5955,15.7210,16.370
17:29:22:2150,-29.9400,-7.8006,-4.9548,31.334
17:29:22:2220,-35.0151,-16.0071,7.7769,39.278
17:29:22:2320,-27.1282,-35.8625,3.1871,45.080
17:29:22:2410,-17.7953,-51.5417,4.9235,54.749
17:29:22:2540,-8.9229,-46.8027,7.6760,48.260
17:29:22:2620,-7.4067,-43.2830,3.2553,44.033
17:29:22:2800,-7.8070,-32.9003,-2.6589,33.918
17:29:22:2819,-7.5212,-19.9105,-2.2364,21.401
17:29:22:2980,-5.9847,-7.0497,1.5704,9.380
17:29:22:3010,-5.2877,-5.0658,2.3931,7.704
17:29:22:3120,-2.7280,-0.7241,3.2503,4.305
17:29:22:3320,0.1601,2.2220,2.2057,3.135
17:29:22:3420,4.7387,7.6406,-0.4168,9.000
17:29:22:3439,5.8219,8.6523,-1.9817,10.615
17:29:22:3530,6.5721,10.4605,-4.2417,13.062
17:29:22:3720,5.6241,11.1626,-4.8999,13.425
17:29:22:3850,4.7260,11.0798,-6.0909,13.498
17:29:22:3870,4.5078,11.1369,-6.0406,13.448
17:29:22:4069,3.8140,10.7086,-4.7189,12.308
17:29:22:4089,2.5795,9.6973,-2.1603,10.264
17:29:22:4130,1.9682,9.0869,0.2358,9.301
17:29:22:4270,1.9454,9.1221,0.9874,9.379
17:29:22:4540,2.1461,9.4826,1.5574,9.846
17:29:22:4550,1.7280,9.7415,2.8971,10.309
17:29:22:4560,0.7098,9.8702,5.5880,11.364
17:29:22:4610,0.1808,9.8428,6.5452,11.822
17:29:22:4880,-0.1245,9.7733,6.2288,11.590
17:29:22:4900,-0.3903,9.7137,5.5279,11.183
17:29:22:5110,-0.7746,9.6495,4.3028,10.594
17:29:22:5120,-0.9695,9.6559,3.9497,10.477
17:29:22:5130,-1.0950,9.6979,2.9261,10.189
17:29:22:5210,-1.4009,10.0688,0.2669,10.169
17:29:22:5380,-2.7716,10.3883,1.4549,10.850
17:29:22:5410,-2.9976,10.4182,1.7160,10.976
17:29:22:5510,-4.1092,10.6636,2.2702,11.651
17:29:22:5610,-5.8085,11.1058,1.4964,12.622
17:29:22:5790,-7.6678,8.5898,3.6427,12.077
17:29:22:5810,-7.5010,8.0135,4.4128,11.830
17:29:22:5910,-7.0978,6.3635,6.2922,11.422
17:29:22:6020,-5.8677,5.5763,2.2645,8.406
17:29:22:6210,-3.3543,4.4554,0.7773,5.631
17:29:22:6230,-10.0852,-20.6549,5.7506,23.694
17:29:22:6480,-10.0895,-66.4871,10.8161,68.113
17:29:22:6500,5.7472,-68.6273,8.6453,69.408
17:29:22:6670,4.3885,-67.3102,9.9633,68.185
17:29:22:6690,5.2030,-37.2216,3.7788,37.773
17:29:22:6740,1.6990,-11.9268,-5.2853,13.156
17:29:22:6840,-6.3572,1.8633,-17.4500,18.665
17:29:22:7040,-6.7093,8.3023,-3.6553,11.283
17:29:22:7060,-5.3986,9.0040,1.2499,10.573
17:29:22:7130,-1.4203,10.6148,8.6470,13.764
17:29:22:7210,0.7385,11.7841,6.7600,13.605
17:29:22:7380,3.6881,12.8353,-2.6284,13.611
17:29:22:7400,3.6672,12.9711,-1.2243,13.535
17:29:22:7510,3.0861,12.0650,3.0505,12.822
17:29:22:7610,2.7079,11.2511,3.9157,12.217
17:29:22:7800,2.0928,10.7991,5.4128,12.260
17:29:22:7820,2.2101,10.7903,5.7497,12.425
17:29:22:7910,2.4129,11.0134,6.8918,13.214
17:29:22:8010,2.4823,11.3467,6.3427,13.234
17:29:22:8129,2.1026,12.0701,2.8622,12.582
17:29:22:8210,1.9431,12.4447,2.0265,12.757
17:29:22:8320,2.1022,12.6502,1.9494,12.971
17:29:22:8410,2.2209,12.6334,1.9207,12.970
17:29:22:8610,1.1195,14.1893,1.0261,14.270
17:29:22:8630,0.5532,15.7276,1.1011,15.776
17:29:22:8830,0.9705,18.4351,-0.7470,18.476
17:29:22:8850,3.9291,18.2308,-1.1223,18.683
17:29:22:8980,7.0191,13.1865,1.4118,15.005
17:29:22:9000,7.1331,12.0766,1.8071,14.142
17:29:22:9120,5.7308,9.2034,0.3904,10.849
17:29:22:9220,3.8432,6.7262,-3.1757,8.372
17:29:22:9640,0.5512,2.2004,-13.7758,13.961
17:29:22:9660,0.5892,1.4495,-13.7826,13.871
17:29:22:9670,1.0064,0.4179,-5.2718,5.383
17:29:22:9690,0.4222,-0.3216,11.5304,11.543
17:29:22:9790,-17.7698,-7.8369,9.9006,21.799
17:29:22:9810,-26.3191,-11.8113,-0.6716,28.856
17:29:22:9960,-42.8305,-25.0657,-18.7048,53.034
17:29:23:0110,-23.3455,-25.9321,-0.5702,34.897
17:29:23:0130,0.6662,-18.7969,3.0480,19.054
17:29:23:0230,7.7397,-15.5599,1.3903,17.434
17:29:23:0320,3.5620,-14.4560,2.1341,15.041
17:29:23:0410,-15.7566,-43.6185,1.7862,46.412
17:29:23:0540,-21.8786,-60.0528,-0.0608,63.914
17:29:23:0650,-17.3761,-47.2119,-0.9188,50.316
17:29:23:0820,-9.2544,-24.1633,3.5091,26.112
17:29:23:0840,-4.4105,-10.6619,5.6030,12.827
17:29:23:0980,0.9096,3.3262,4.5514,5.710
17:29:23:1010,1.7887,6.1031,3.8680,7.444
17:29:23:1310,4.1618,10.7913,1.8275,11.709
17:29:23:1330,4.3332,12.4767,-0.0284,13.208
17:29:23:1429,5.1947,11.7725,-2.0149,13.024
17:29:23:1450,4.9348,11.7275,-1.7939,12.849
17:29:23:1610,4.1385,11.4365,-0.9413,12.199
17:29:23:1630,3.2797,11.3231,-0.7795,11.814
17:29:23:1830,2.3008,11.3130,-0.3919,11.551
17:29:23:1850,2.0653,11.3380,-0.1129,11.525
17:29:23:1910,1.7244,11.2489,0.6444,11.399
17:29:23:2060,1.1741,11.0992,1.3737,11.245
17:29:23:2130,0.8164,10.9221,1.6164,11.071
17:29:23:2210,0.6749,10.8498,1.6069,10.989
17:29:23:2310,0.7567,10.8624,1.4642,10.987
17:29:23:2410,0.8488,10.8791,1.1464,10.972
17:29:23:2540,0.9302,10.7577,1.0784,10.852
17:29:23:2610,0.8572,10.6614,1.2790,10.772
17:29:23:2730,0.4365,10.5065,1.6415,10.643
17:29:23:2950,-0.1548,10.3652,2.5855,10.684
17:29:23:2980,-0.7052,10.1475,4.1874,11.000
17:29:23:3040,-0.8120,10.1187,4.4014,11.064
17:29:23:3120,-0.9004,10.0483,4.8312,11.186
17:29:23:3210,-0.9263,9.9736,4.9159,11.158
17:29:23:3430,-1.0584,9.8559,5.0720,11.135
17:29:23:3449,-1.1768,9.8848,4.9858,11.133
17:29:23:3510,-1.2910,9.3511,4.1770,10.323
17:29:23:3610,-2.1144,7.5822,0.7477,7.907
17:29:23:4020,-0.9500,7.1158,6.2469,9.516
17:29:23:4040,-0.9442,7.1694,6.0420,9.423
17:29:23:4050,-2.6024,4.7618,11.7655,12.957
17:29:23:4069,-14.6913,-34.1242,11.8832,39.006
17:29:23:4180,-17.8566,-68.6052,11.2146,71.773
17:29:23:4380,-2.3918,-68.6696,1.8651,68.737
17:29:23:4400,5.6405,-54.7313,3.4879,55.132
17:29:23:4410,0.2261,-26.0483,4.2991,26.402
17:29:23:4540,-0.9510,-3.6951,-1.3777,4.057
17:29:23:4670,-3.6698,3.5255,-7.3766,8.962
17:29:23:4930,-6.3961,8.1746,-8.5587,13.453
17:29:23:4950,-5.2829,10.4706,-3.5290,12.247
17:29:23:4980,-0.4773,12.4749,1.8088,12.614
17:29:23:5110,0.6687,12.7690,1.6008,12.886
17:29:23:5200,4.0166,13.0077,-0.2174,13.615
17:29:23:5210,6.4023,13.0308,1.7077,14.619
17:29:23:5380,6.1061,13.1251,1.4654,14.550
17:29:23:5400,6.0020,13.0082,2.0094,14.466
17:29:23:5510,5.4451,12.6993,4.7961,14.626
17:29:23:5610,4.4593,12.4578,6.3062,14.658
17:29:23:5780,4.3605,12.4346,6.4055,14.651
17:29:23:5810,0.8282,12.6465,6.2411,14.127
17:29:23:5910,-2.3259,13.1401,5.1503,14.304
17:29:23:6010,-4.5261,13.6746,3.5063,14.825
17:29:23:6120,-5.8784,14.4121,0.9251,15.592
17:29:23:6210,-4.1779,14.6787,-0.9454,15.291
17:29:23:6310,-0.0283,14.1940,-0.5985,14.207
17:29:23:6410,3.4776,13.2573,1.3987,13.777
17:29:23:6550,3.6786,13.2524,1.3304,13.818
17:29:23:6610,3.0220,8.9084,1.8159,9.581
17:29:23:6730,2.1042,7.3147,2.3626,7.970
17:29:23:6899,2.2766,5.8102,1.8774,6.517
17:29:23:6990,5.4489,4.5224,-1.1240,7.170
17:29:23:7010,6.5483,4.4354,-2.2390,8.220
17:29:23:7110,10.8331,4.4087,-7.2565,13.764
17:29:23:7210,13.2981,3.5940,-6.3698,15.177
17:29:23:7370,2.4905,1.3974,20.1250,20.327
17:29:23:7440,0.4503,1.1067,20.5332,20.568
17:29:23:7510,-9.5852,-3.6007,2.7155,10.593
17:29:23:7610,-22.0400,-8.8957,2.6095,23.910
17:29:23:7780,-30.8705,-18.8934,3.2586,36.340
17:29:23:7800,-30.5838,-21.4165,-0.7755,37.345
17:29:23:7910,-21.8291,-27.5804,-5.3183,35.573
17:29:23:8010,-11.2510,-25.0725,1.0855,27.503
17:29:23:8129,-23.6920,-49.3035,7.1434,55.165
17:29:23:8210,-15.6931,-52.2108,1.4893,54.539
17:29:23:8300,-3.2463,-35.5517,-10.3133,37.159
17:29:23:8410,-2.4052,-23.0509,-5.8838,23.911
17:29:23:8530,-1.8906,-12.3514,2.6940,12.782
17:29:23:8610,-1.0310,-7.2195,5.1686,8.939
17:29:23:8710,0.2936,-1.6077,4.8701,5.137
17:29:23:8810,1.9571,2.6483,2.6499,4.227
17:29:23:8970,2.6870,8.3142,0.2903,8.742
17:29:23:9030,2.4706,9.5612,-0.1934,9.877
17:29:23:9110,3.1913,11.1597,-1.6894,11.729
17:29:23:9210,3.8395,12.0915,-2.0450,12.850
17:29:23:9380,3.8029,11.4075,-1.1124,12.076
17:29:23:9420,3.4960,11.2305,-0.9312,11.799
17:29:23:9510,2.8326,10.1411,-0.5434,10.543
17:29:23:9610,2.5904,9.2442,-0.5314,9.615
17:29:23:9910,2.5711,8.6294,-0.1946,9.006
17:29:23:9920,2.3995,8.6053,0.0070,8.934
17:29:23:9920,2.2586,8.6108,0.1365,8.903
17:29:24:0020,2.5261,9.1330,0.6949,9.501
17:29:24:0120,2.4385,9.3499,1.1152,9.727
17:29:24:0210,2.0909,9.4352,1.9127,9.852
17:29:24:0310,1.4807,9.5930,3.5594,10.339
17:29:24:0429,0.7364,9.6743,5.3521,11.081
17:29:24:0550,0.4281,9.7847,5.8112,11.388
17:29:24:0620,0.2348,9.8002,6.0205,11.504
17:29:24:0709,0.0477,9.8883,6.3652,11.760
17:29:24:0810,0.0522,9.8710,6.5108,11.825
17:29:24:0970,0.6327,9.7265,5.9881,11.440
17:29:24:1010,0.5941,9.7757,5.7666,11.365
17:29:24:1110,0.5614,9.9686,5.5068,11.402
17:29:24:1210,0.3574,10.1375,4.0393,10.918
17:29:24:1380,-1.9421,6.2960,-0.2553,6.594
17:29:24:1409,-2.5103,6.2490,2.2928,7.114
17:29:24:1610,-2.4616,5.1214,9.2131,10.824
17:29:24:1630,-2.9958,3.1935,10.0635,10.975
17:29:24:1800,-23.8204,-67.7088,5.1646,71.962
17:29:24:1820,-25.6401,-68.4384,2.6286,73.131
17:29:24:1960,-9.1354,-66.2295,-3.2186,66.934
17:29:24:2010,3.0552,-42.5093,1.1425,42.634
17:29:24:2120,4.7899,-20.4350,4.9783,21.571
17:29:24:2320,5.0243,-9.2802,3.4372,11.099
17:29:24:2340,4.5757,-1.3885,-3.7766,6.093
17:29:24:2490,-0.0818,2.7960,-9.2228,9.638
17:29:24:2680,-4.0357,4.6817,-3.5387,7.122
17:29:24:2710,-3.2163,6.8273,-0.7813,7.587
17:29:24:2720,-1.6794,9.6227,-0.8397,9.804
17:29:24:2810,-0.1426,12.1820,-2.6817,12.474
17:29:24:3080,1.7994,13.4676,-0.0471,13.587
17:29:24:3100,2.3075,13.3701,0.4574,13.575
17:29:24:3110,4.3722,12.8465,1.9189,13.705
17:29:24:3210,5.5462,12.1759,3.8273,13.916
17:29:24:3380,5.5772,11.8727,5.5004,14.224
17:29:24:3410,5.2121,11.8665,5.4785,14.071
17:29:24:3510,3.7547,11.8795,5.6723,13.689
17:29:24:3610,3.6786,11.8872,5.6721,13.675
17:29:24:3780,-1.4996,12.2807,3.3447,12.816
17:29:24:3970,-2.0224,12.3813,2.3617,12.766
17:29:24:3980,-2.8648,12.8165,0.1613,13.134
17:29:24:4020,-1.8842,13.1909,-0.6224,13.339
17:29:24:4130,0.3683,12.9453,-0.3436,12.955
17:29:24:4210,2.4046,12.1326,0.7559,12.392
17:29:24:4310,3.6767,10.7505,0.5097,11.373
17:29:24:4410,3.9916,8.4358,-0.2103,9.335
17:29:24:4550,4.1518,5.6810,-0.9062,7.095
17:29:24:4760,3.9614,4.6439,-0.7493,6.150
17:29:24:4770,2.9752,4.0742,-0.8198,5.111
17:29:24:4850,1.3592,3.6405,-2.6016,4.676
17:29:24:4980,-2.0497,1.0224,-9.3488,9.625
17:29:24:5010,-1.8469,0.3716,-7.7929,8.017
17:29:24:5150,-0.8895,-0.5520,6.9575,7.036
17:29:24:5210,0.0551,-0.5328,22.0551,22.062
17:29:24:5490,-17.5258,-9.7383,-10.3088,22.545
17:29:24:5510,-17.3998,-9.7822,-10.3595,22.489
17:29:24:5530,-26.7353,-13.8634,6.3667,30.782
17:29:24:5629,-15.6479,-14.6051,3.5661,21.700
17:29:24:5870,-7.5897,-14.3868,3.0980,16.558
17:29:24:5890,-8.8916,-17.9091,2.0248,20.097
17:29:24:5910,-15.6700,-42.9429,-2.7360,45.794
17:29:24:6100,-14.1648,-50.5324,-4.7689,52.696
17:29:24:6120,-7.7768,-36.4356,-3.7088,37.440
17:29:24:6210,-5.0103,-24.0926,-1.5300,24.656
17:29:24:6320,-3.5046,-14.6594,0.9355,15.102
17:29:24:6410,-1.6216,-7.5832,1.9303,7.991
17:29:24:6540,1.1129,-1.0108,1.7637,2.318
17:29:24:6750,3.8241,2.5676,1.8039,4.947
17:29:24:6770,3.7392,6.1603,2.2663,7.554
17:29:24:6830,4.5771,7.9930,0.7559,9.242
17:29:24:7020,5.4860,8.8862,0.2979,10.448
17:29:24:7050,5.0555,9.0588,0.1587,10.375
17:29:24:7200,4.0586,9.4039,-0.8610,10.278
17:29:24:7220,2.6939,9.8862,-2.6011,10.572
17:29:24:7380,-1.0276,10.2072,-2.5122,10.562
17:29:24:7410,-1.2385,10.2505,-2.4589,10.614
17:29:24:7510,-1.7961,10.1204,-0.7049,10.303
17:29:24:7610,-1.0204,9.8722,-0.0598,9.925
17:29:24:7800,0.8716,9.7744,0.4565,9.824
17:29:24:7990,1.0798,9.8432,0.8534,9.939
17:29:24:8000,1.7007,10.0034,1.7139,10.291
17:29:24:8010,1.7600,10.0086,2.3502,10.430
17:29:24:8300,1.6191,10.1459,2.5320,10.582
17:29:24:8320,1.7672,10.6131,2.2921,11.001
17:29:24:8320,1.6328,11.1724,3.0374,11.693
17:29:24:8420,1.3409,11.0746,3.6959,11.752
17:29:24:8560,1.0118,10.6011,4.4417,11.538
17:29:24:8610,0.9196,10.3550,4.9544,11.516
17:29:24:8760,0.9884,10.2471,5.0870,11.483
17:29:24:8930,0.9437,10.3315,4.9531,11.496
17:29:24:9010,0.4523,10.3510,4.3753,11.247
17:29:24:9040,0.1977,10.3846,4.0097,11.134
17:29:24:9120,-0.4296,10.3513,1.5435,10.475
17:29:24:9220,-2.9308,8.3624,-6.5845,11.040
17:29:24:9380,-2.9176,7.5403,5.4978,9.777
17:29:24:9410,-3.1479,7.3629,6.5677,10.356
17:29:24:9520,-3.2175,5.7774,7.3581,9.893
17:29:24:9630,-15.8582,-27.1944,9.8805,32.995
17:29:24:9830,-14.4781,-68.7479,0.6933,70.259
17:29:24:9840,-8.6772,-68.7361,0.7062,69.285
