time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
23:27:56:9930,6.7834,3.4283,-5.3867,9.316
23:27:57:0090,6.8589,2.9391,-5.9326,9.533
23:27:57:0320,8.1805,1.7912,-8.0969,11.648
23:27:57:0340,8.3048,-0.3483,-11.9062,14.521
23:27:57:0350,6.0721,-1.7848,-10.2724,12.066
23:27:57:0500,5.0681,-2.1525,-8.4743,10.106
23:27:57:0540,4.0613,-2.4937,-8.1208,9.416
23:27:57:0730,1.7251,-2.0839,-8.4253,8.849
23:27:57:0750,0.2229,-2.3269,-9.6186,9.899
23:27:57:0910,-1.8663,-3.1335,-6.7595,7.681
23:27:57:0930,-2.1003,-3.1293,-6.8257,7.797
23:27:57:1060,-2.8264,-2.1009,-2.0781,4.089
23:27:57:1140,-3.4873,-0.7723,0.5797,3.619
23:27:57:1300,-4.4082,1.2040,2.9339,5.430
23:27:57:1330,-4.6050,1.4210,2.9529,5.652
23:27:57:1440,-4.6654,1.7166,3.2489,5.939
23:27:57:1530,-4.2373,1.5727,3.2571,5.571
23:27:57:1710,-3.5406,1.1831,4.0605,5.516
23:27:57:1739,-3.3632,1.1678,4.5408,5.770
23:27:57:1840,-3.3232,1.3580,5.7505,6.779
23:27:57:1940,-3.4819,1.8596,6.7598,7.828
23:27:57:2060,-3.3533,2.5948,7.6914,8.783
23:27:57:2130,-3.1696,3.2266,8.0759,9.256
23:27:57:2240,-3.1195,3.8939,8.0932,9.508
23:27:57:2330,-3.3502,4.1230,8.4674,9.996
23:27:57:2470,-3.6793,3.9933,8.8570,10.389
23:27:57:2530,-3.9449,3.6777,8.7245,10.257
23:27:57:2660,-4.5245,3.0337,7.8565,9.560
23:27:57:2900,-5.4440,2.1704,6.6905,8.894
23:27:57:2920,-6.2302,0.7701,6.6342,9.134
23:27:57:3100,-5.6598,0.5465,6.8032,8.867
23:27:57:3120,-3.3307,0.3000,7.2661,7.999
23:27:57:3130,-1.4368,0.2836,8.0397,8.172
23:27:57:3300,-0.3644,1.0558,8.0188,8.096
23:27:57:3340,-0.2722,1.3885,7.8154,7.942
23:27:57:3439,-0.5565,2.0040,7.0719,7.371
23:27:57:3540,-1.3629,2.3917,6.2642,6.842
23:27:57:3750,-2.9559,2.0803,4.1685,5.517
23:27:57:3780,-3.3706,1.9706,3.6933,5.374
23:27:57:3860,-4.3907,1.4256,2.0150,5.037
23:27:57:3930,-5.1498,0.8395,0.1966,5.221
23:27:57:4050,-5.6529,0.3148,-2.9428,6.381
23:27:57:4130,-5.4540,0.2953,-6.1574,8.231
23:27:57:4240,-4.0870,0.8858,-10.2565,11.076
23:27:57:4400,-2.9669,1.5835,-10.0187,10.568
23:27:57:4680,-0.6644,2.4661,-8.3001,8.684
23:27:57:4690,2.0663,2.6913,-8.5594,9.207
23:27:57:4700,5.5798,2.6031,-7.6789,9.843
23:27:57:4730,6.7655,2.2933,-4.0045,8.189
23:27:57:5100,6.1947,0.9343,1.1041,6.361
23:27:57:5120,5.9718,0.5562,1.5589,6.197
23:27:57:5160,5.9516,-0.4252,2.5018,6.470
23:27:57:5380,6.4534,-1.0983,2.2253,6.914
23:27:57:5400,6.1667,-1.0850,0.3176,6.270
23:27:57:5400,5.7546,-0.9455,-0.2758,5.838
23:27:57:5450,4.7741,-0.4344,-1.3304,4.975
23:27:57:5530,3.3520,0.3441,-1.3308,3.623
23:27:57:5719,1.3003,0.1425,-0.7043,1.486
23:27:57:5740,1.2072,-0.0478,-0.7113,1.402
23:27:57:5850,1.0443,-0.7209,-1.0165,1.626
23:27:57:5950,1.3167,-1.5185,-5.2492,5.621
23:27:57:6060,-1.1527,-1.0869,-4.5377,4.806
23:27:57:6150,-1.1678,-1.6003,4.3520,4.782
23:27:57:6250,-3.4161,0.4951,-12.9899,13.441
23:27:57:6380,-3.7845,1.7061,-3.1283,5.198
23:27:57:6610,-5.9080,3.5764,-5.3525,8.738
23:27:57:6640,-6.7656,4.6167,-7.9506,11.415
23:27:57:6650,-4.8378,4.6248,-4.0912,7.844
23:27:57:6820,-3.0938,3.8608,0.5044,4.973
23:27:57:6949,-1.2749,2.3271,0.8082,2.774
23:27:57:6969,-1.1317,1.9635,0.4392,2.309
23:27:57:7160,-1.0120,1.2861,-0.4714,1.703
23:27:57:7180,-0.9216,0.6769,-0.6852,1.333
23:27:57:7310,-0.5149,0.2992,-0.0930,0.603
23:27:57:7340,-0.4988,0.2784,-0.0363,0.572
23:27:57:7440,-0.5313,0.3687,-0.0736,0.651
23:27:57:7540,-0.7411,0.4319,-0.3915,0.943
23:27:57:7720,-0.9632,-0.0085,-1.3894,1.691
23:27:57:7740,-1.0371,-0.1503,-1.6247,1.933
23:27:57:7840,-1.2280,-0.4565,-2.3366,2.679
23:27:57:7930,-0.8841,-0.7412,-1.0632,1.569
23:27:57:8050,-0.5149,-0.3722,-0.2467,0.682
23:27:57:8139,-0.2324,0.2860,-1.1936,1.249
23:27:57:8240,-0.2435,0.4364,-0.3757,0.625
23:27:57:8340,-0.4695,0.5652,0.5180,0.899
23:27:57:8470,0.0706,1.4160,-1.0909,1.789
23:27:57:8550,0.2235,1.8437,-2.3477,2.993
23:27:57:8650,0.6401,2.7381,-4.4920,5.300
23:27:57:8770,0.1282,3.8403,-4.5392,5.947
23:27:57:9040,-1.4317,5.3998,-2.2558,6.025
23:27:57:9060,-1.7711,5.4968,-1.5396,5.977
23:27:57:9070,-2.4874,5.4087,0.0165,5.953
23:27:57:9140,-2.3911,4.6503,0.1749,5.232
23:27:57:9300,-2.8582,2.6128,-0.4894,3.903
23:27:57:9330,-2.8795,2.1638,-0.7134,3.672
23:27:57:9440,-3.1082,1.0842,-1.4330,3.590
23:27:57:9530,-3.3148,0.4630,-1.8389,3.819
23:27:57:9710,-3.3868,0.1739,-1.5651,3.735
23:27:57:9740,-3.3624,0.2716,-1.4848,3.686
23:27:57:9970,-3.2662,0.5130,-1.2735,3.543
23:27:57:9990,-2.9169,0.8157,-1.2195,3.265
23:27:58:0050,-2.3906,1.0838,-1.2684,2.915
23:27:58:0140,-1.9771,1.1844,-1.3620,2.677
23:27:58:0240,-1.4842,1.2726,-1.4908,2.459
23:27:58:0340,-1.1027,1.2782,-1.5327,2.280
23:27:58:0450,-0.6809,1.2858,-1.5213,2.105
23:27:58:0550,-0.4992,1.3745,-1.5452,2.127
23:27:58:0640,-0.2458,1.4796,-1.5601,2.164
23:27:58:0780,-0.0827,1.6065,-1.4070,2.137
23:27:58:1030,-0.0328,1.6737,-1.0218,1.961
23:27:58:1050,-0.0470,1.7121,-1.0241,1.996
23:27:58:1060,-0.0837,1.5703,-1.1464,1.946
23:27:58:1140,-0.0867,1.6269,-1.1644,2.003
23:27:58:1320,-0.5197,0.8955,-1.5071,1.828
23:27:58:1350,-0.5670,0.9184,-1.5366,1.878
23:27:58:1440,-0.6492,0.7093,-1.4857,1.770
23:27:58:1540,-0.6339,0.6512,-1.3103,1.595
23:27:58:1770,-0.5652,0.5900,-0.5819,1.003
23:27:58:1790,-0.5731,0.6575,-0.6082,1.063
23:27:58:1840,-0.5551,0.6063,-0.2955,0.874
23:27:58:2039,-0.5029,0.5753,-0.1073,0.772
23:27:58:2060,-0.5453,0.5589,0.0700,0.784
23:27:58:2140,-0.6052,0.5961,0.1787,0.868
23:27:58:2230,-0.7251,0.6796,0.3754,1.062
23:27:58:2330,-0.8541,0.7916,0.6314,1.325
23:27:58:2460,-0.8397,0.9207,0.9720,1.580
23:27:58:2540,-0.8376,1.0307,1.2309,1.811
23:27:58:2640,-0.8622,1.1512,1.7814,2.290
23:27:58:2750,-0.9199,1.2720,2.2048,2.707
23:27:58:2960,-1.1703,1.5991,3.0666,3.651
23:27:58:2980,-1.3044,1.7282,3.2365,3.894
23:27:58:3070,-1.6037,1.8917,3.7652,4.509
23:27:58:3150,-1.9633,2.0495,4.1206,5.003
23:27:58:3300,-2.4059,2.2773,4.5775,5.651
23:27:58:3330,-2.5638,2.3868,4.5324,5.728
23:27:58:3439,-2.9260,2.6826,4.3939,5.922
23:27:58:3540,-3.2621,2.9484,4.1212,6.027
23:27:58:3750,-3.5522,3.0366,3.0671,5.590
23:27:58:3780,-3.5190,3.0314,2.8259,5.437
23:27:58:3840,-3.4521,2.5285,1.9922,4.720
23:27:58:4040,-3.3669,1.7377,1.2185,3.980
23:27:58:4069,-3.2899,0.8258,0.5952,3.444
23:27:58:4160,-3.4050,-0.0521,0.2613,3.415
23:27:58:4230,-3.3295,-0.8751,-0.5243,3.482
23:27:58:4330,-2.9613,-1.6289,-2.0165,3.936
23:27:58:4460,-2.3554,-2.4186,-4.6455,5.743
23:27:58:4530,-2.0422,-2.7851,-6.3319,7.212
23:27:58:4630,-1.6173,-3.0737,-9.0982,9.739
23:27:58:4740,-0.9285,-3.1474,-11.8122,12.260
23:27:58:4980,1.5280,-1.9876,-15.4889,15.691
23:27:58:5000,1.9754,-1.6467,-15.8321,16.040
23:27:58:5210,3.9210,-0.2032,-16.9391,17.388
23:27:58:5240,5.7101,1.2246,-17.6666,18.607
23:27:58:5310,7.2088,2.0295,-15.9663,17.635
23:27:58:5340,7.1367,1.8917,-15.2703,16.962
23:27:58:5440,6.5363,1.0794,-13.5287,15.064
23:27:58:5530,5.5995,0.1544,-12.1987,13.423
23:27:58:5729,3.7096,-2.4149,-10.7359,11.613
23:27:58:5760,3.5651,-2.8789,-10.4641,11.424
23:27:58:5950,3.0569,-4.5837,-9.6993,11.155
23:27:58:5970,2.6227,-6.2450,-9.1389,11.375
23:27:58:6040,2.3438,-7.8015,-8.7374,11.946
23:27:58:6140,1.9896,-8.5994,-7.7324,11.735
23:27:58:6240,1.4242,-8.2432,-6.8565,10.816
23:27:58:6360,0.6879,-7.0692,-6.0291,9.317
23:27:58:6470,-1.1919,-4.9153,-3.7930,6.322
23:27:58:6740,-1.3972,-3.9220,-1.5867,4.456
23:27:58:6760,-1.0261,-2.8747,3.3444,4.528
23:27:58:6770,-4.1226,-9.7063,50.2374,51.332
23:27:58:6909,0.9094,-12.7723,8.7762,15.524
23:27:58:6929,0.9432,-10.9445,3.8204,11.630
23:27:58:7170,0.7614,-5.9099,0.1701,5.961
23:27:58:7190,-0.8238,-0.3874,2.1166,2.304
23:27:58:7370,-0.4567,3.6122,5.5011,6.597
23:27:58:7380,-0.7114,4.3219,5.8919,7.342
23:27:58:7510,-0.9975,5.4198,7.4910,9.300
23:27:58:7530,-0.8746,5.8918,6.4001,8.743
23:27:58:7760,-0.5935,5.7924,2.8412,6.479
23:27:58:7800,-0.3491,6.1606,1.9723,6.478
23:27:58:7830,-1.0955,5.7324,2.5859,6.383
23:27:58:7980,-3.1053,4.1565,-0.6683,5.231
23:27:58:8060,-4.2600,3.5162,-2.8250,6.204
23:27:58:8129,-5.0856,3.1896,-2.9177,6.675
23:27:58:8260,-5.3038,3.1924,-4.0377,7.391
23:27:58:8350,-5.4829,3.8867,-4.5830,8.135
23:27:58:8450,-7.1738,4.5999,-6.5727,10.762
23:27:58:8580,-8.4530,5.7044,-8.1105,13.030
23:27:58:8790,-8.7731,8.7979,-9.4792,15.628
23:27:58:8810,-8.9809,11.6842,-9.5727,17.573
23:27:58:8910,-11.6637,24.3893,-7.3925,28.027
23:27:58:9010,-13.5073,25.7633,-6.1662,29.736
23:27:58:9030,-16.9057,18.4792,-0.0228,25.046
23:27:58:9250,-14.0412,6.6723,2.2337,15.706
23:27:58:9300,-5.7825,-0.8308,-0.6479,5.878
23:27:58:9420,-5.0131,-1.0907,-2.1509,5.563
23:27:58:9680,-5.2356,0.2609,-4.6044,6.977
23:27:58:9690,-7.2070,1.8032,-5.8310,9.444
23:27:58:9710,-5.6253,0.8124,-4.4042,7.190
23:27:58:9740,-6.0768,0.6826,-4.7685,7.754
23:27:58:9840,-5.6915,0.9690,-5.8741,8.236
23:27:58:9950,-5.8441,0.1895,-2.3270,6.293
23:27:59:0140,-3.4398,-1.7933,2.6237,4.683
23:27:59:0160,-3.5851,-2.2577,-0.6398,4.285
23:27:59:0250,-7.3509,-4.4030,-7.3969,11.320
23:27:59:0410,-6.2362,-6.1206,-1.4369,8.855
23:27:59:0630,-0.3607,-6.1538,1.2037,6.281
23:27:59:0650,1.5222,-4.9410,-0.5981,5.205
23:27:59:0670,6.7890,-2.8209,2.5807,7.792
23:27:59:0850,10.7117,-1.9600,3.2240,11.357
23:27:59:0910,9.9601,-2.2163,5.5520,11.616
23:27:59:0930,9.0483,-2.4180,4.6779,10.469
23:27:59:1120,7.5765,-2.4271,3.5466,8.710
23:27:59:1130,4.8695,-2.1639,2.9520,6.092
23:27:59:1370,1.9172,-1.9091,1.9175,3.316
23:27:59:1390,1.6485,-2.3742,1.3395,3.186
23:27:59:1570,1.7676,-3.2340,0.5378,3.725
23:27:59:1580,1.7464,-2.5815,1.0807,3.299
23:27:59:1710,2.4623,-0.6588,1.2871,2.855
23:27:59:1729,2.4598,-0.6337,1.4547,2.927
23:27:59:1840,1.4465,-0.4963,1.3733,2.055
23:27:59:2030,2.0264,0.1234,1.7009,2.649
23:27:59:2039,4.2845,0.5647,3.9195,5.834
23:27:59:2150,5.6263,0.3706,5.0916,7.597
23:27:59:2250,6.1107,0.5830,5.6248,8.326
23:27:59:2340,6.3535,0.9547,5.3997,8.393
23:27:59:2460,5.1064,1.3386,4.6534,7.037
23:27:59:2530,3.1917,1.7678,4.8520,6.071
23:27:59:2640,-0.1686,2.3576,3.7612,4.442
23:27:59:2730,-2.1102,3.3072,1.1894,4.099
23:27:59:2940,-4.5642,3.1197,0.7410,5.578
23:27:59:2960,-4.7333,2.9659,0.2560,5.592
23:27:59:3040,-4.1602,2.8623,-1.3359,5.223
23:27:59:3140,-1.5074,2.9608,-0.6169,3.379
23:27:59:3300,4.8219,1.2836,1.9025,5.340
23:27:59:3340,5.9390,1.3758,2.3235,6.524
23:27:59:3439,7.2877,0.6573,4.2674,8.471
23:27:59:3530,5.6216,-0.4630,4.3396,7.117
23:27:59:3720,1.7631,-1.0528,1.4010,2.486
23:27:59:3740,1.3998,-0.8705,1.4625,2.204
23:27:59:3920,-0.7023,-0.7194,2.3065,2.516
23:27:59:3950,-2.5343,-0.4736,0.6281,2.654
23:27:59:4050,-4.7321,0.0086,-0.7387,4.789
23:27:59:4130,-5.1052,1.1143,-1.8196,5.533
23:27:59:4250,-4.6139,2.9840,0.1415,5.497
23:27:59:4340,-2.8846,4.4394,0.4988,5.318
23:27:59:4450,-2.2675,3.9249,0.9156,4.624
23:27:59:4550,-1.9673,2.2667,3.4668,4.586
23:27:59:4630,-1.5367,-0.6462,4.3504,4.659
23:27:59:4790,-1.0961,-2.7306,4.3810,5.277
23:27:59:5050,1.4152,-4.5942,3.4151,5.897
23:27:59:5060,1.7497,-4.9607,3.0347,6.073
23:27:59:5070,2.3620,-5.9007,2.1675,6.715
23:27:59:5140,2.9511,-6.5442,1.2106,7.280
23:27:59:5300,2.5585,-6.7765,1.5532,7.408
23:27:59:5330,2.4134,-6.6270,1.6368,7.240
23:27:59:5430,1.8318,-6.4777,0.7068,6.769
23:27:59:5550,1.0142,-6.1957,-0.6776,6.315
23:27:59:5719,1.8809,-5.9780,0.0485,6.267
23:27:59:5740,2.0643,-5.7452,0.5343,6.128
23:27:59:5850,2.1942,-5.7507,0.0806,6.156
23:27:59:6080,1.1530,-5.8135,-2.1665,6.310
23:27:59:6090,0.1303,-6.0945,-3.5652,7.062
23:27:59:6140,-1.0921,-5.9771,-4.2744,7.429
23:27:59:6250,-5.9500,-11.2051,-7.8037,14.895
23:27:59:6390,-8.5685,-22.4376,-10.8917,26.372
23:27:59:6620,-8.0684,-21.9077,-10.6657,25.667
23:27:59:6650,12.0761,-43.0364,10.4847,45.912
23:27:59:6660,13.6836,-35.7062,14.5323,40.907
23:27:59:6740,0.1669,-21.5208,-2.3773,21.652
23:27:59:6899,-0.5350,-8.2914,-2.0293,8.553
23:27:59:6929,0.1168,-5.7301,-1.1535,5.846
23:27:59:7120,1.2696,3.9118,0.2029,4.118
23:27:59:7140,0.8069,7.8146,0.9508,7.914
23:27:59:7370,-1.2323,12.2227,16.9542,20.937
23:27:59:7390,1.3219,11.3159,9.7464,14.993
23:27:59:7440,4.8638,10.2425,1.7279,11.470
23:27:59:7540,6.4642,9.6081,-1.7849,11.717
23:27:59:7750,8.6499,9.7573,-4.0297,13.648
23:27:59:7770,8.4602,9.7210,-3.8967,13.463
23:27:59:7840,8.1169,10.3753,1.0913,13.218
23:27:59:7950,7.6646,11.8252,5.5281,15.137
23:27:59:8050,7.3439,14.1798,7.3226,17.568
23:27:59:8159,5.0483,13.9692,4.7023,15.580
23:27:59:8240,3.0750,12.1352,0.9214,12.553
23:27:59:8330,2.3362,10.8302,-1.1266,11.136
23:27:59:8460,2.4226,10.5072,-1.8039,10.933
23:27:59:8530,2.6699,10.5665,-2.0244,11.085
23:27:59:8630,3.2211,10.6896,-2.1032,11.361
23:27:59:8760,3.3402,10.6228,-2.5684,11.428
23:27:59:9000,2.3033,10.5216,-4.1337,11.537
23:27:59:9020,1.8732,10.4858,-4.1465,11.430
23:27:59:9030,1.3703,10.4425,-3.9239,11.239
23:27:59:9130,0.9245,10.3111,-3.3906,10.894
23:27:59:9310,0.2575,10.1516,-2.7623,10.524
23:27:59:9350,-0.0384,10.1486,-2.5686,10.469
23:27:59:9440,-0.5420,10.2023,-2.1236,10.435
23:27:59:9530,-1.4367,10.3004,-1.4112,10.495
23:27:59:9710,-2.6003,10.4023,0.0215,10.722
23:27:59:9740,-2.8105,10.3345,0.3232,10.715
23:27:59:9830,-2.7460,10.0189,0.7745,10.417
23:28:00:0130,-2.2688,9.8399,0.9662,10.144
23:28:00:0150,-1.6867,9.8695,0.6913,10.036
23:28:00:0160,-1.5272,9.8424,0.4715,9.971
23:28:00:0290,-1.5856,9.7669,0.2949,9.899
23:28:00:0520,-1.6602,9.7281,0.2777,9.873
23:28:00:0530,-1.6978,9.7190,0.3187,9.871
23:28:00:0550,-1.6535,9.6984,0.2663,9.842
23:28:00:0640,-1.5888,9.6810,0.2041,9.813
23:28:00:0760,-1.5464,9.6359,0.1539,9.760
23:28:00:0900,-1.4183,9.5656,0.0774,9.670
23:28:00:0930,-1.3581,9.5515,0.0311,9.648
23:28:00:1070,-1.2489,9.5029,0.0661,9.585
23:28:00:1130,-1.0957,9.3478,0.6216,9.432
23:28:00:1310,-0.8754,8.9596,2.0805,9.240
23:28:00:1340,-0.7905,8.8529,2.2699,9.173
23:28:00:1429,-0.6689,8.6658,2.3832,9.012
23:28:00:1550,-0.4574,8.5001,2.0315,8.751
23:28:00:1780,-0.1609,8.3797,0.5319,8.398
23:28:00:1800,-0.1863,8.4048,-0.0045,8.407
23:28:00:1840,-0.1216,8.3448,-1.2767,8.443
23:28:00:2030,0.8281,7.6637,-1.3448,7.825
23:28:00:2070,4.1818,2.7537,12.9603,13.894
23:28:00:2200,10.4099,-2.6089,13.7294,17.426
23:28:00:2420,19.9313,-5.7962,-5.6200,21.504
23:28:00:2440,15.8056,-8.8631,-5.3525,18.895
23:28:00:2540,33.2535,-35.8924,27.6128,56.183
23:28:00:2560,41.0325,-57.5128,23.3220,74.400
23:28:00:2660,21.3923,-65.2576,30.5044,75.145
23:28:00:2730,-10.6943,-40.2161,7.1601,42.225
23:28:00:2900,-16.0530,-11.6482,-9.7932,22.120
23:28:00:2940,-15.3860,-11.1782,-8.8213,20.964
23:28:00:3060,-10.2120,-7.3818,-4.7744,13.475
23:28:00:3130,-5.7797,-4.8352,-1.6906,7.723
23:28:00:3500,-3.1354,0.0082,-3.9689,5.058
23:28:00:3520,-2.7517,1.2956,-5.1192,5.955
23:28:00:3520,-1.2151,3.9357,-8.0829,9.072
23:28:00:3530,1.3558,5.0432,-8.0125,9.564
23:28:00:3740,4.3320,3.9940,-2.8625,6.551
23:28:00:3760,3.8587,3.0537,-1.8131,5.244
23:28:00:3960,-0.7521,-1.3491,2.6793,3.093
23:28:00:3980,0.3183,-6.0495,5.0352,7.877
23:28:00:4050,7.4244,-8.2874,6.1375,12.707
23:28:00:4220,9.6687,-6.8380,5.8352,13.202
23:28:00:4440,6.9095,-3.2641,7.2673,10.546
23:28:00:4460,6.4056,-1.1560,4.3833,7.847
23:28:00:4470,3.5803,0.9261,1.1618,3.876
23:28:00:4590,0.9254,2.6393,-0.2869,2.812
23:28:00:4840,-1.0783,5.3188,-0.3536,5.438
23:28:00:4850,-2.4967,7.5579,0.8595,8.006
23:28:00:4910,-3.2042,7.9429,3.0183,9.081
23:28:00:4930,-2.6790,6.9349,4.0829,8.482
23:28:00:5090,-1.4014,2.6269,4.8193,5.665
23:28:00:5130,-0.0681,-0.1957,3.3423,3.349
23:28:00:5340,2.8453,0.1041,4.1039,4.995
23:28:00:5360,2.6751,0.1622,4.3709,5.127
23:28:00:5450,-0.1955,0.4921,3.7607,3.798
23:28:00:5550,-1.8546,0.3920,3.0817,3.618
23:28:00:5719,-0.0605,0.5524,1.3668,1.475
23:28:00:5740,0.1524,0.4178,1.1912,1.272
23:28:00:5850,0.3693,0.3215,1.1002,1.204
23:28:00:6070,0.4720,0.4379,1.1219,1.294
23:28:00:6080,0.6091,0.4998,2.0374,2.185
23:28:00:6150,0.3766,0.5825,2.9031,2.985
23:28:00:6230,0.3006,0.3361,2.6181,2.657
23:28:00:6340,0.9908,0.4485,2.4550,2.685
23:28:00:6450,1.8481,-0.6611,2.0210,2.817
23:28:00:6530,2.9115,-0.5215,1.8181,3.472
23:28:00:6650,3.4597,0.0520,2.2183,4.110
23:28:00:6740,2.9228,-0.4857,2.2560,3.724
23:28:00:6899,4.7168,-1.9959,1.7032,5.397
23:28:00:6929,4.9524,-1.8147,2.1565,5.698
23:28:00:7080,3.8114,-2.6077,2.4381,5.222
23:28:00:7140,3.4640,-3.0471,2.2711,5.142
23:28:00:7310,2.6741,-3.0790,2.6200,4.847
23:28:00:7320,2.2702,-3.0202,2.5673,4.568
23:28:00:7440,1.7409,-2.8366,2.0651,3.917
23:28:00:7540,1.4736,-2.4276,1.7858,3.355
23:28:00:7700,0.4610,-1.9663,1.2127,2.356
23:28:00:7730,0.3519,-1.8838,1.1132,2.216
23:28:00:7840,-0.1553,-1.8767,0.8948,2.085
23:28:00:8070,-0.1701,-1.8123,0.9034,2.032
23:28:00:8100,-0.6765,-1.4227,0.2534,1.596
23:28:00:8149,-0.9947,-1.2515,0.1180,1.603
23:28:00:8230,-1.4401,-1.0066,-0.0878,1.759
23:28:00:8350,-1.7725,-0.8225,-0.2147,1.966
23:28:00:8460,-2.1557,-0.5769,-0.5288,2.293
23:28:00:8540,-2.3105,-0.3937,-0.7130,2.450
23:28:00:8640,-2.3810,-0.2897,-0.8701,2.552
23:28:00:8740,-2.4527,-0.2525,-0.7963,2.591
23:28:00:8910,-2.7225,-0.3556,-0.6468,2.821
23:28:00:8940,-2.7625,-0.3870,-0.6036,2.854
23:28:00:9140,-2.7611,-0.4516,-0.4606,2.835
23:28:00:9160,-2.8338,-0.3300,-0.4474,2.888
23:28:00:9310,-3.0011,-0.4548,-0.5386,3.083
23:28:00:9330,-3.0117,-0.4777,-0.5565,3.100
23:28:00:9440,-2.9832,-0.5652,-0.6985,3.116
23:28:00:9560,-2.8626,-0.6246,-0.8860,3.061
23:28:00:9710,-2.7277,-0.5321,-1.1297,3.000
23:28:00:9730,-2.6963,-0.5010,-1.1267,2.965
23:28:00:9960,-2.7010,-0.3270,-1.1795,2.965
23:28:01:0050,-2.9160,-0.1863,-1.3560,3.221
23:28:01:0070,-3.2352,-0.1282,-1.4991,3.568
23:28:01:0170,-3.1880,-0.0028,-1.7370,3.630
23:28:01:0230,-3.2856,0.0137,-1.9370,3.814
23:28:01:0340,-3.2366,0.1351,-2.0099,3.812
23:28:01:0450,-2.8789,0.3000,-1.8315,3.425
23:28:01:0610,-2.5974,0.3166,-1.9736,3.277
23:28:01:0630,-2.3782,0.2588,-1.7126,2.942
23:28:01:0740,-2.0236,0.2658,-1.1835,2.359
23:28:01:0900,-1.0531,0.8763,-1.0468,1.724
23:28:01:0930,-0.8292,0.9674,-1.2641,1.795
23:28:01:1040,-0.4877,1.1364,-1.9160,2.280
23:28:01:1130,-0.0611,0.8914,-2.1912,2.366
23:28:01:1300,1.8403,0.0581,-2.3925,3.019
23:28:01:1350,2.2755,-0.1590,-2.0805,3.087
23:28:01:1429,4.1381,-0.8751,-0.3766,4.246
23:28:01:1560,5.1588,-1.7511,1.0870,5.555
23:28:01:1719,4.7873,-3.1515,3.1645,6.547
23:28:01:1780,4.9141,-3.2378,3.4055,6.799
23:28:01:1890,6.2086,-3.6813,3.2475,7.915
23:28:01:1930,7.1908,-4.3004,3.5019,9.081
23:28:01:2160,8.8882,-5.3581,5.3098,11.658
23:28:01:2190,9.1362,-6.1848,5.9504,12.535
23:28:01:2230,9.0980,-7.5004,6.1058,13.278
23:28:01:2450,9.7258,-8.2967,6.3737,14.285
23:28:01:2470,10.2351,-8.7008,6.4117,14.885
23:28:01:2530,9.8731,-8.7195,5.9308,14.446
23:28:01:2630,9.1735,-7.6658,4.5254,12.783
23:28:01:2730,8.1102,-6.4442,3.0608,10.801
23:28:01:2890,6.2443,-4.2096,1.1918,7.624
23:28:01:2920,5.7120,-3.7781,0.7393,6.888
23:28:01:3070,4.4485,-3.2174,-0.3458,5.501
23:28:01:3300,3.8638,-3.1396,-0.5734,5.011
23:28:01:3320,2.7094,-2.4911,-2.6350,4.527
23:28:01:3330,2.6524,-2.1935,-3.2973,4.766
23:28:01:3430,2.1278,-2.1384,-1.2548,3.267
23:28:01:3530,-0.1324,-0.8648,-0.8663,1.231
23:28:01:3710,-5.6338,-2.4625,-4.1855,7.438
23:28:01:3740,-6.1951,-2.6279,-1.0221,6.807
23:28:01:3850,-6.7824,-2.1962,-1.4718,7.279
23:28:01:3950,-7.9219,0.1753,-0.3041,7.930
23:28:01:4220,-7.9990,3.4549,1.9005,8.918
23:28:01:4240,-8.6370,4.5761,1.2023,9.848
23:28:01:4250,-9.8529,4.6329,0.7654,10.915
23:28:01:4390,-12.0092,4.6136,-1.7573,12.984
23:28:01:4610,-15.7926,3.7312,-1.7672,16.323
23:28:01:4630,-17.3641,3.1880,-1.4398,17.713
23:28:01:4640,-17.5116,3.2274,-2.3091,17.956
23:28:01:4730,-15.3174,3.6887,-4.0468,16.267
23:28:01:4960,-11.1908,3.6813,-7.4830,13.956
23:28:01:4990,-10.6148,3.7337,-8.2777,13.969
23:28:01:5040,-9.5618,3.1155,-10.1394,14.281
23:28:01:5180,-8.5589,3.0065,-10.5915,13.945
23:28:01:5300,-6.6902,2.7430,-9.6600,12.066
23:28:01:5340,-6.2143,2.8575,-9.2749,11.524
23:28:01:5440,-5.4089,2.8828,-8.1550,10.202
23:28:01:5530,-5.2146,3.2778,-6.0899,8.662
23:28:01:5860,-4.6994,4.0642,-3.4274,7.096
23:28:01:5880,-4.3835,4.3725,-2.7044,6.756
23:28:01:5890,-4.0964,4.7355,-1.4925,6.437
23:28:01:5940,-3.8447,4.8666,-0.4368,6.217
23:28:01:6040,-3.6444,4.8657,0.4361,6.095
23:28:01:6140,-3.4684,4.9562,1.1893,6.165
23:28:01:6390,-3.1911,4.9570,1.9005,6.194
23:28:01:6410,-2.5885,4.5937,2.7397,5.942
23:28:01:6450,-2.0858,4.2844,3.4381,5.876
23:28:01:6530,-1.9099,4.0837,3.9678,6.006
23:28:01:6640,-1.9033,3.8505,4.6280,6.314
23:28:01:6750,-2.2387,3.9559,5.1947,6.903
23:28:01:6919,-2.5077,4.2811,6.3969,8.095
23:28:01:6939,-2.1167,4.0652,6.8214,8.218
23:28:01:7120,-1.7815,3.8649,7.2545,8.411
23:28:01:7150,-1.2561,3.5877,7.6388,8.532
