time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
23:30:03:0570,0.3361,0.2915,0.5821,0.733
23:30:03:0740,0.0234,0.4116,-0.2125,0.464
23:30:03:0810,0.2162,0.3614,0.2209,0.476
23:30:03:0830,0.1303,0.4030,0.0677,0.429
23:30:03:0930,0.0995,0.4388,-0.1285,0.468
23:30:03:1050,0.1336,0.3926,-0.0256,0.415
23:30:03:1230,0.1427,0.4214,-0.0543,0.448
23:30:03:1240,0.1456,0.4188,-0.0423,0.445
23:30:03:1350,0.1160,0.4184,-0.0471,0.437
23:30:03:1450,0.1351,0.4104,-0.0782,0.439
23:30:03:1700,0.1270,0.3899,-0.0183,0.410
23:30:03:1710,0.1334,0.3809,-0.0182,0.404
23:30:03:1750,0.1200,0.3285,-0.0803,0.359
23:30:03:1910,0.0891,0.2804,-0.1113,0.315
23:30:03:1970,0.0826,0.1177,-0.1422,0.202
23:30:03:2050,0.0353,-0.1064,-0.2258,0.252
23:30:03:2140,-0.2158,-0.6156,-1.0324,1.221
23:30:03:2240,0.0332,-1.9250,-2.5695,3.211
23:30:03:2350,0.0142,-2.6360,-4.9315,5.592
23:30:03:2440,-0.0699,-2.3626,-5.1291,5.648
23:30:03:2550,-0.3988,-1.9415,-2.1737,2.942
23:30:03:2660,-0.0883,-1.5141,-1.2805,1.985
23:30:03:2829,0.5628,0.1381,-5.7932,5.822
23:30:03:2849,0.7757,0.9167,-7.1046,7.205
23:30:03:2940,0.7535,2.8249,-6.1974,6.852
23:30:03:3030,0.5611,4.0117,-1.8781,4.465
23:30:03:3200,1.2450,3.8183,0.9056,4.117
23:30:03:3230,1.6167,3.4078,0.8956,3.877
23:30:03:3330,2.1518,2.1845,1.6185,3.467
23:30:03:3449,2.0793,1.0868,2.7211,3.593
23:30:03:3670,1.9278,-0.2331,1.8765,2.700
23:30:03:3690,1.8523,-0.1608,1.8475,2.621
23:30:03:3740,1.4080,-0.3115,0.8608,1.679
23:30:03:3890,0.9552,-0.2346,0.5323,1.118
23:30:03:3960,0.4977,-0.3271,0.2785,0.657
23:30:03:4050,0.1794,-0.4363,0.2043,0.514
23:30:03:4150,-0.1564,-0.6121,0.2182,0.668
23:30:03:4230,-0.3508,-0.6813,0.2413,0.803
23:30:03:4360,-0.5702,-0.6726,0.2615,0.920
23:30:03:4450,-0.6816,-0.5150,0.1821,0.874
23:30:03:4530,-0.8389,-0.2934,-0.0495,0.890
23:30:03:4670,-0.9017,-0.0894,-0.3188,0.961
23:30:03:4840,-0.9134,-0.0626,-0.0396,0.916
23:30:03:4860,-0.8930,-0.0353,0.0986,0.899
23:30:03:4940,-0.8261,-0.1748,0.5087,0.986
23:30:03:5030,-0.6242,-0.4447,0.8787,1.166
23:30:03:5200,-0.2126,-0.8717,1.3890,1.654
23:30:03:5240,-0.1436,-0.8744,1.4304,1.683
23:30:03:5340,0.0302,-0.8857,1.6189,1.846
23:30:03:5440,0.1688,-0.6745,1.8440,1.971
23:30:03:5649,0.2250,-0.1170,2.3303,2.344
23:30:03:5669,0.1627,0.0734,2.3680,2.375
23:30:03:5840,0.1084,0.3823,2.5408,2.572
23:30:03:5860,0.0976,0.6735,2.5862,2.674
23:30:03:5950,-0.0447,1.0295,2.5071,2.711
23:30:03:6030,-0.2074,1.2896,2.3952,2.728
23:30:03:6150,-0.2986,1.6155,2.4146,2.921
23:30:03:6230,-0.4093,1.9001,2.4233,3.107
23:30:03:6350,-0.7914,2.2546,2.1109,3.188
23:30:03:6440,-1.1023,2.4224,1.5291,3.069
23:30:03:6540,-1.1989,2.3767,-0.0023,2.662
23:30:03:6640,-1.1244,2.2633,-1.7477,3.073
23:30:03:6860,-0.6487,2.1306,-5.7756,6.190
23:30:03:6879,-0.3346,2.1063,-6.7613,7.090
23:30:03:6939,0.4126,2.0078,-9.2102,9.436
23:30:03:7050,1.2778,2.0625,-11.2908,11.549
23:30:03:7340,3.2854,1.0156,-12.6826,13.141
23:30:03:7360,3.5913,0.8201,-12.8016,13.321
23:30:03:7370,4.5057,-0.1108,-13.3307,14.072
23:30:03:7430,5.0035,-1.1307,-13.0663,14.037
23:30:03:7650,5.0264,-3.0161,-11.0519,12.510
23:30:03:7670,5.0469,-3.3100,-10.9652,12.516
23:30:03:7740,4.8839,-4.4390,-10.9532,12.788
23:30:03:7840,4.6568,-5.4945,-10.7552,12.944
23:30:03:7950,4.2978,-6.4045,-10.1099,12.716
23:30:03:8030,4.0475,-7.1889,-9.5645,12.631
23:30:03:8129,3.8510,-7.9976,-8.9407,12.599
23:30:03:8230,3.6298,-8.6290,-8.0168,12.325
23:30:03:8350,3.8635,-9.2830,-6.7636,12.118
23:30:03:8430,3.8396,-9.1509,-6.0263,11.610
23:30:03:8530,3.7559,-8.1909,-4.9644,10.288
23:30:03:8630,3.7650,-6.7901,-3.5982,8.557
23:30:03:8960,3.1829,-4.0150,-0.6501,5.165
23:30:03:8980,3.1690,-3.2962,0.5337,4.604
23:30:03:8990,3.4049,-1.6669,4.6989,6.037
23:30:03:9040,4.4419,-2.3364,14.4558,15.302
23:30:03:9310,5.5911,-9.2039,17.9056,20.895
23:30:03:9320,4.6556,-8.7830,11.2329,15.000
23:30:03:9330,2.8096,-7.8826,1.9187,8.586
23:30:03:9450,-1.6522,-6.8740,4.0709,8.158
23:30:03:9650,-2.5113,-6.0406,9.8608,11.833
23:30:03:9670,-2.1239,-5.4232,9.1520,10.848
23:30:03:9790,-1.3342,-2.9482,7.1163,7.818
23:30:03:9980,-0.1721,-0.1765,4.9716,4.978
23:30:04:0000,-0.0032,1.1163,2.9057,3.113
23:30:04:0100,-0.0996,2.3790,1.3125,2.719
23:30:04:0130,-0.8208,3.2609,2.1748,4.005
23:30:04:0230,-0.0250,3.6509,-0.7439,3.726
23:30:04:0360,-3.3382,4.9996,-2.2514,6.419
23:30:04:0429,-5.9378,5.4680,-3.2020,8.684
23:30:04:0540,-8.4015,6.1911,-5.8002,11.940
23:30:04:0630,-9.7325,7.4583,-9.3920,15.445
23:30:04:0800,-8.5385,15.2547,-13.4264,22.043
23:30:04:0830,-8.4472,16.2560,-14.9642,23.655
23:30:04:0930,-7.5790,20.0537,-12.7921,24.965
23:30:04:1030,-10.8753,20.3657,-6.6233,24.019
23:30:04:1210,-11.6786,10.7254,-1.0990,15.894
23:30:04:1230,-11.3963,9.0575,-1.3331,14.618
23:30:04:1330,-7.1711,5.0599,-1.7351,8.946
23:30:04:1480,-5.4464,3.7629,-3.1540,7.333
23:30:04:1670,-5.6653,2.8127,-5.8374,8.607
23:30:04:1680,-6.8251,2.1379,-6.7506,9.835
23:30:04:1760,-9.2387,1.3818,-8.1082,12.370
23:30:04:1900,-10.8170,1.7450,-8.6347,13.950
23:30:04:2080,-12.2400,4.0861,-4.8155,13.773
23:30:04:2090,-11.3721,4.0955,-1.5051,12.180
23:30:04:2130,-6.6310,3.7604,1.8560,7.846
23:30:04:2410,-2.2098,2.7661,0.7920,3.628
23:30:04:2430,-2.5057,-0.9870,-3.2258,4.202
23:30:04:2440,-1.6719,-3.0580,0.0940,3.486
23:30:04:2530,4.4763,-3.2757,2.7655,6.198
23:30:04:2640,12.5428,-2.9209,1.9239,13.021
23:30:04:2930,10.2177,-2.1914,4.1435,11.242
23:30:04:2940,6.9173,-0.7065,4.3925,8.224
23:30:04:2950,1.3066,4.1249,1.9292,4.737
23:30:04:3030,3.9485,5.7204,0.7586,6.992
23:30:04:3200,4.5530,1.8532,1.8043,5.236
23:30:04:3240,5.0423,1.1111,3.0016,5.972
23:30:04:3350,8.2569,-0.5320,6.7116,10.654
23:30:04:3489,6.0680,-2.8157,7.8231,10.293
23:30:04:3670,2.1953,-2.9470,6.0902,7.113
23:30:04:3680,2.3164,-2.7429,5.4428,6.520
23:30:04:3780,2.6960,-2.1086,3.6691,5.018
23:30:04:3980,2.4125,-1.6206,2.5924,3.894
23:30:04:4000,1.4681,-0.6605,3.2278,3.607
23:30:04:4030,1.3110,0.1670,2.7485,3.050
23:30:04:4160,1.7108,1.4953,0.7863,2.404
23:30:04:4240,2.5835,2.6528,0.2701,3.713
23:30:04:4350,4.1744,3.9122,1.6976,5.968
23:30:04:4430,4.2979,4.0657,2.2094,6.315
23:30:04:4530,3.6364,3.3924,2.5048,5.568
23:30:04:4630,2.9654,1.6718,2.6360,4.305
23:30:04:4800,2.0801,-0.8463,3.1319,3.854
23:30:04:4830,1.9790,-0.9683,3.1835,3.872
23:30:04:4940,1.2561,-1.4510,3.5645,4.048
23:30:04:5030,0.3338,-1.3888,4.4891,4.711
23:30:04:5200,-1.9626,-1.0960,4.1597,4.728
23:30:04:5240,-2.2885,-0.8223,3.8935,4.590
23:30:04:5330,-2.6978,-0.5712,2.9788,4.059
23:30:04:5430,-2.2239,-0.4115,2.2039,3.158
23:30:04:5610,-0.4197,-1.2105,2.0813,2.444
23:30:04:5719,-0.0244,-1.2936,2.1978,2.550
23:30:04:5729,1.4346,-2.4792,2.2869,3.665
23:30:04:5900,1.4986,-3.3948,1.6024,4.042
23:30:04:5950,1.5900,-4.2028,0.5130,4.523
23:30:04:6030,1.9253,-4.9616,-0.6294,5.359
23:30:04:6130,1.0893,-5.2495,-2.8638,6.078
23:30:04:6230,0.2034,-5.1334,-5.4026,7.455
23:30:04:6370,0.0578,-6.4256,-8.1460,10.375
23:30:04:6430,-3.2329,-16.6507,-12.3438,20.978
23:30:04:6560,-1.3946,-31.9257,-14.7541,35.198
23:30:04:6760,2.8606,-41.4197,-12.2740,43.295
23:30:04:6860,8.1968,-39.6011,4.0380,40.642
23:30:04:6889,11.4065,-33.3913,17.2611,39.281
23:30:04:6929,3.9685,-16.7201,8.0533,18.978
23:30:04:7030,3.1252,-7.2951,0.6397,7.962
23:30:04:7200,2.9107,5.0030,-0.5980,5.819
23:30:04:7370,2.8864,6.2409,-0.1605,6.878
23:30:04:7390,-0.2666,11.2058,16.1967,19.697
23:30:04:7430,-0.7470,13.3347,24.9649,28.313
23:30:04:7640,5.6590,13.2836,11.1605,18.249
23:30:04:7660,7.1059,14.3331,8.7793,18.249
23:30:04:7730,8.7126,13.2468,-3.2898,16.193
23:30:04:7840,7.4621,11.8679,-5.7021,15.134
23:30:04:7970,5.8557,11.2544,-3.4085,13.137
23:30:04:8040,4.7043,10.5654,-2.0772,11.750
23:30:04:8129,3.0712,10.1860,-1.3174,10.720
23:30:04:8240,2.0170,10.0486,-0.9679,10.295
23:30:04:8350,1.4762,10.1329,-0.7653,10.268
23:30:04:8430,1.2516,10.1622,-0.7058,10.263
23:30:04:8540,1.1463,10.2626,-0.7221,10.352
23:30:04:8630,1.1347,10.4871,-0.7553,10.575
23:30:04:8790,0.8510,10.7399,-0.8311,10.806
23:30:04:8830,0.6624,10.7963,-0.8451,10.850
23:30:04:8970,0.4323,10.9177,-0.9691,10.969
23:30:04:9030,0.3174,11.0350,-1.3260,11.119
23:30:04:9210,0.3461,11.1993,-1.9106,11.366
23:30:04:9230,0.2613,11.1794,-1.9045,11.343
23:30:04:9340,0.2088,11.0502,-2.0405,11.239
23:30:04:9430,0.0848,10.8552,-1.9595,11.031
23:30:04:9690,0.1125,10.2661,-1.6279,10.395
23:30:04:9710,0.1763,10.1396,-1.4319,10.242
23:30:04:9730,0.1520,9.8095,-0.9541,9.857
23:30:04:9860,0.0284,9.6773,-0.5558,9.693
23:30:05:0050,-0.0064,9.6205,-0.2422,9.624
23:30:05:0060,-0.0187,9.5841,0.0025,9.584
23:30:05:0140,-0.0256,9.5871,0.1864,9.589
23:30:05:0230,0.0164,9.5247,0.5301,9.539
23:30:05:0360,0.1149,9.2962,2.3234,9.583
23:30:05:0429,0.2438,9.2040,3.3493,9.797
23:30:05:0530,0.3305,9.1297,3.4410,9.762
23:30:05:0630,0.3606,9.1466,2.5897,9.513
23:30:05:0790,0.4159,9.1925,1.1866,9.278
23:30:05:0830,0.4367,9.1753,0.9764,9.237
23:30:05:0960,0.4894,9.1343,0.5380,9.163
23:30:05:1040,0.4763,9.1165,0.3547,9.136
23:30:05:1210,0.5665,8.9105,0.7134,8.957
23:30:05:1230,0.5923,8.8219,0.8603,8.884
23:30:05:1330,0.6279,8.5146,1.9316,8.753
23:30:05:1429,0.5190,8.3173,1.8395,8.534
23:30:05:1680,0.3888,8.6126,-1.0112,8.680
23:30:05:1700,0.3388,8.5782,-1.4653,8.709
23:30:05:1729,0.7603,8.3149,-2.1416,8.620
23:30:05:1880,2.0382,7.7514,-2.7884,8.486
23:30:05:1960,10.5978,0.2913,19.5929,22.277
23:30:05:2039,20.1866,-8.6730,15.4302,26.848
23:30:05:2200,15.0619,-6.4072,-7.6127,18.052
23:30:05:2240,9.4470,-8.6960,-10.6353,16.673
23:30:05:2350,19.1344,-41.9646,7.8547,46.785
23:30:05:2430,23.8749,-60.3115,21.5469,68.350
23:30:05:2530,18.5402,-56.2096,5.9155,59.483
23:30:05:2630,5.3680,-28.5573,-8.3449,30.232
23:30:05:2800,-2.8794,-12.0548,-3.8152,12.968
23:30:05:2839,-2.5900,-11.8763,-4.5333,12.973
23:30:05:2930,0.8511,-11.0160,-5.8149,12.486
23:30:05:3030,2.2650,-8.9807,-9.4569,13.237
23:30:05:3200,0.6510,-3.1491,-5.2285,6.138
23:30:05:3250,-0.0016,-2.3521,-5.2048,5.712
23:30:05:3350,-2.5223,1.6774,-3.7316,4.806
23:30:05:3560,-4.9671,3.3797,-3.5737,6.990
23:30:05:3630,-5.5407,5.1715,-1.4263,7.712
23:30:05:3650,-5.5263,5.1034,-1.1971,7.617
23:30:05:3740,-3.8128,3.9557,0.4465,5.512
23:30:05:3880,-0.9275,1.5674,2.1904,2.849
23:30:05:4000,3.1771,-0.1954,1.1737,3.393
23:30:05:4030,4.5463,-0.4374,0.7758,4.633
23:30:05:4130,2.8484,-0.3402,1.7059,3.338
23:30:05:4240,0.1489,-0.4138,2.2976,2.339
23:30:05:4380,-0.4165,0.6722,2.9917,3.094
23:30:05:4430,-0.4193,2.7236,3.5558,4.499
23:30:05:4540,-0.4115,4.8574,3.3178,5.897
23:30:05:4640,-0.4454,6.8031,2.9124,7.414
23:30:05:4800,-1.6084,9.9959,3.1297,10.597
23:30:05:4830,-2.0478,10.2122,2.9171,10.816
23:30:05:5050,-2.8435,9.4180,1.7190,9.987
23:30:05:5060,-3.5174,7.1699,1.7013,8.165
23:30:05:5300,-3.9995,2.7492,2.2927,5.367
23:30:05:5320,-3.9762,2.2660,2.1201,5.044
23:30:05:5350,-3.1434,1.4557,2.2647,4.139
23:30:05:5430,-3.1187,0.7000,2.5368,4.081
23:30:05:5610,0.0654,2.4071,2.0150,3.140
23:30:05:5649,0.5963,2.4835,1.9116,3.190
23:30:05:5729,1.7186,2.5179,1.5686,3.428
23:30:05:5910,2.9802,2.1409,1.4686,3.952
23:30:05:5940,2.4181,1.1414,0.3871,2.702
23:30:05:6030,2.6336,0.8413,-0.3136,2.782
23:30:05:6130,2.3423,0.8193,-1.2455,2.776
23:30:05:6230,1.7408,0.7807,-1.6627,2.531
23:30:05:6350,1.3799,0.9033,-2.3086,2.837
23:30:05:6430,1.1744,1.3066,-2.4643,3.026
23:30:05:6530,0.1562,1.8242,-2.2228,2.880
23:30:05:6630,-0.6500,1.9485,-2.1661,2.985
23:30:05:6800,-0.6965,0.7630,-1.4731,1.799
23:30:05:6889,-1.3435,-0.3777,-1.4158,1.988
23:30:05:6959,1.6997,-2.4974,-1.8235,3.529
23:30:05:7030,2.8355,-4.0924,-0.7183,5.030
23:30:05:7200,5.8699,-1.5008,-0.8065,6.112
23:30:05:7260,3.9510,-0.8506,-0.5787,4.083
23:30:05:7340,1.1983,-1.4912,0.2688,1.932
23:30:05:7440,3.2720,-1.4813,0.9932,3.726
23:30:05:7630,2.3649,-0.4947,2.1971,3.266
23:30:05:7650,2.3550,-0.5248,2.2066,3.270
23:30:05:7730,2.7855,-0.9326,2.2523,3.702
23:30:05:7830,5.1799,-2.5825,2.0380,6.136
23:30:05:8010,5.4485,-3.8699,3.4045,7.500
23:30:05:8030,6.0810,-4.1433,3.7171,8.244
23:30:05:8139,7.2962,-3.6655,4.2051,9.184
23:30:05:8230,8.2190,-3.6292,4.1660,9.903
23:30:05:8360,8.8622,-4.0352,3.4186,10.320
23:30:05:8490,8.8868,-4.0984,3.1219,10.272
23:30:05:8710,8.5352,-3.5597,1.9382,9.449
23:30:05:8730,8.0207,-3.1210,0.4742,8.620
23:30:05:8820,7.6368,-2.4446,-0.7721,8.056
23:30:05:8840,7.4546,-2.1251,-1.3044,7.861
23:30:05:8990,6.9827,-1.7818,-3.0856,7.839
23:30:05:9030,6.5877,-2.0040,-2.9986,7.510
23:30:05:9200,3.0357,-1.6556,-4.6648,5.807
23:30:05:9230,3.7505,-1.0622,-6.4227,7.513
23:30:05:9350,1.0268,-1.5587,-2.7710,3.341
23:30:05:9430,1.6354,-1.3966,-2.3347,3.174
23:30:05:9600,-1.4538,-0.7429,-1.9127,2.515
23:30:05:9630,-2.0957,-0.4977,-1.3276,2.530
23:30:05:9730,-4.9459,0.0055,0.4562,4.967
23:30:05:9840,-7.3293,1.4723,2.7978,7.982
23:30:06:0020,-9.8600,3.1865,3.9746,11.098
23:30:06:0040,-12.3995,4.2861,3.2718,13.521
23:30:06:0160,-15.3206,4.8714,2.8084,16.320
23:30:06:0350,-19.5332,4.3630,2.7354,20.201
23:30:06:0370,-20.8351,3.9805,0.9205,21.232
23:30:06:0429,-18.6167,4.1257,-1.1672,19.104
23:30:06:0540,-15.8072,4.2708,-3.7554,16.799
23:30:06:0640,-13.9790,4.3912,-5.7359,15.735
23:30:06:0800,-11.9555,4.3803,-7.2706,14.662
23:30:06:0869,-11.3648,4.5229,-7.1981,14.193
23:30:06:1090,-10.5016,4.4553,-7.1225,13.449
23:30:06:1100,-9.8988,4.4765,-6.2891,12.553
23:30:06:1210,-8.3054,4.5434,-4.7911,10.610
23:30:06:1240,-7.6207,4.8807,-4.3009,10.020
23:30:06:1340,-6.7081,5.1505,-3.6933,9.229
23:30:06:1470,-6.1617,5.4564,-3.1949,8.829
23:30:06:1680,-6.0748,5.6013,-1.7794,8.452
23:30:06:1710,-5.7984,5.7606,-1.0720,8.243
23:30:06:1739,-5.7582,5.8198,0.3081,8.193
23:30:06:1850,-5.4832,5.5958,1.6471,8.006
23:30:06:2039,-4.9200,5.2978,2.6821,7.711
23:30:06:2050,-4.0950,5.1539,3.3189,7.372
23:30:06:2160,-3.6283,5.0767,3.9195,7.369
23:30:06:2240,-3.1687,4.8563,4.2201,7.172
23:30:06:2360,-2.6471,4.7852,4.5891,7.139
23:30:06:2430,-1.7422,4.5207,2.4591,5.433
23:30:06:2530,-0.9763,4.0611,2.0030,4.632
23:30:06:2630,-0.0931,3.8280,2.4301,4.535
23:30:06:2790,0.9041,2.9645,1.4696,3.430
23:30:06:2829,1.3247,2.2881,1.1624,2.888
23:30:06:2990,1.6019,-1.1997,-3.3860,3.933
23:30:06:3030,-0.5751,-11.8999,-13.4426,17.962
23:30:06:3310,-6.4900,-29.3118,-23.8697,38.354
23:30:06:3330,-2.9984,-30.3838,-24.6252,39.225
23:30:06:3340,9.8156,-29.8990,-21.6892,38.219
23:30:06:3439,13.5115,-24.7748,-13.4886,31.278
23:30:06:3660,8.7173,-10.4614,-2.2881,13.808
23:30:06:3690,8.5392,-10.3857,-2.3533,13.650
23:30:06:3780,5.9873,-4.2052,-0.9351,7.376
23:30:06:3950,5.6805,-0.1406,-1.5660,5.894
23:30:06:3960,6.2665,2.4805,-2.6880,7.256
23:30:06:4140,4.9413,2.5659,-5.3097,7.694
23:30:06:4150,4.8034,1.0900,-10.6674,11.750
23:30:06:4300,7.5419,-0.5705,-18.1562,19.669
23:30:06:4480,5.8871,-0.6513,-10.2544,11.842
23:30:06:4500,4.5794,-1.1059,-4.9622,6.842
23:30:06:4540,4.6062,-2.0910,-3.7329,6.287
23:30:06:4660,4.7281,-2.6589,-3.9224,6.694
23:30:06:4840,1.8079,-2.7468,-4.3522,5.455
23:30:06:4860,1.6826,-2.2905,-3.3781,4.415
23:30:06:4950,1.0393,-1.1222,-2.4244,2.867
23:30:06:5040,0.0043,-0.4765,-3.5108,3.543
23:30:06:5200,-1.6384,-0.1261,-3.8125,4.152
23:30:06:5250,-1.7880,-0.1121,-3.4843,3.918
23:30:06:5350,-2.0715,-0.0227,-2.0149,2.890
23:30:06:5440,-2.2667,0.1650,-1.6192,2.790
23:30:06:5600,-2.5732,0.6042,-2.1721,3.421
23:30:06:5649,-2.7600,0.7211,-2.4341,3.750
23:30:06:5729,-2.6924,1.4460,-2.8436,4.174
23:30:06:5840,-2.0166,2.2818,-1.9471,3.614
23:30:06:6030,-1.0838,3.0096,-0.7177,3.278
23:30:06:6050,-0.8544,3.2876,-0.0031,3.397
23:30:06:6130,-0.7943,3.5458,0.8659,3.735
23:30:06:6230,-0.9142,3.6864,1.6026,4.122
23:30:06:6360,-0.8160,3.5988,2.2260,4.310
23:30:06:6430,-0.6521,3.2978,2.4633,4.168
23:30:06:6550,-0.3832,2.6633,2.6208,3.756
23:30:06:6640,-0.1559,1.9346,2.7613,3.375
23:30:06:6840,-0.1097,0.9450,3.4715,3.599
23:30:06:6860,-0.1598,0.8180,3.6797,3.773
23:30:06:6949,-0.3034,0.7158,4.4987,4.565
23:30:06:7060,-0.6147,0.9361,5.3751,5.490
23:30:06:7210,-1.3142,1.7588,6.3714,6.739
23:30:06:7240,-1.4281,1.8689,6.4353,6.852
23:30:06:7330,-1.4647,2.0776,6.2409,6.739
23:30:06:7450,-0.9987,2.0958,5.6012,6.063
23:30:06:7610,-0.2557,2.0904,3.7732,4.321
23:30:06:7630,-0.1909,2.0897,3.4621,4.048
23:30:06:7760,-0.0858,2.2565,2.3363,3.249
23:30:06:7870,-0.1227,2.4979,1.8139,3.089
23:30:06:8060,-0.0440,2.6780,2.0787,3.390
23:30:06:8080,0.0184,2.6492,2.6465,3.745
23:30:06:8129,0.0090,2.3879,3.3435,4.109
23:30:06:8230,0.0533,2.1204,3.9299,4.466
23:30:06:8370,0.1321,1.7918,3.9834,4.370
23:30:06:8430,0.1257,1.6153,3.5836,3.933
23:30:06:8550,-0.0590,1.4333,2.6289,2.995
23:30:06:8640,-0.4706,1.2425,1.5563,2.046
23:30:06:8850,-1.3696,0.7669,0.2090,1.584
23:30:06:8860,-1.4343,0.6010,0.0778,1.557
23:30:06:8950,-1.9970,0.3029,-0.1833,2.028
23:30:06:9040,-2.3402,0.0638,-0.2726,2.357
23:30:06:9200,-2.8702,-0.3473,0.0689,2.892
23:30:06:9240,-2.6230,-0.5327,0.1947,2.684
23:30:06:9330,-2.3909,-0.8314,0.6089,2.604
23:30:06:9430,-2.2215,-1.1699,0.9115,2.671
23:30:06:9620,-2.4294,-1.6389,1.2915,3.202
23:30:06:9650,-2.1759,-1.7118,1.2882,3.054
23:30:06:9730,-2.5530,-1.8050,1.2787,3.378
23:30:06:9830,-2.9104,-1.5792,1.2572,3.542
23:30:06:9990,-3.1335,-1.0489,1.1512,3.499
23:30:07:0070,-3.3530,-0.6074,0.9338,3.533
23:30:07:0150,-3.6525,-0.1304,-0.0106,3.655
23:30:07:0230,-3.7172,0.2542,-1.9631,4.211
23:30:07:0350,2.1299,-3.4297,-58.0691,58.209
23:30:07:0429,-0.5534,-0.2608,3.2888,3.345
23:30:07:0530,-1.3573,0.3658,6.3847,6.538
23:30:07:0630,14.0190,8.3773,-53.2719,55.719
23:30:07:0940,0.7041,1.0882,8.9979,9.091
23:30:07:0960,0.6564,1.0445,9.1627,9.245
23:30:07:0970,0.2054,1.0618,7.9444,8.018
23:30:07:1090,-0.6658,1.1951,-1.5957,2.102
23:30:07:1280,1.0768,1.5083,0.2024,1.864
23:30:07:1290,1.3718,1.7647,0.7254,2.350
23:30:07:1340,-0.7401,0.5073,-0.0585,0.899
23:30:07:1429,-0.8448,0.2945,1.0968,1.415
23:30:07:1610,0.1559,0.6863,-0.4038,0.811
23:30:07:1630,-0.0355,0.6250,-0.1189,0.637
23:30:07:1760,-0.4272,0.7131,0.1060,0.838
23:30:07:1830,-0.1769,0.7296,-0.1070,0.758
23:30:07:2010,-0.1822,0.6309,0.0175,0.657
23:30:07:2039,-0.2284,0.5561,-0.0064,0.601
23:30:07:2130,-0.2753,0.4584,-0.0471,0.537
23:30:07:2240,0.0900,0.2161,-0.7925,0.826
23:30:07:2350,0.0438,0.2473,-0.7954,0.834
23:30:07:2430,1.5177,-0.0453,-2.5133,2.936
23:30:07:2540,2.0017,0.0790,-1.1589,2.314
23:30:07:2640,1.9083,0.1740,-1.1716,2.246
23:30:07:2849,1.8114,-1.6563,-3.2097,4.041
23:30:07:2859,1.7741,-1.5245,-3.2269,3.985
23:30:07:2930,1.9973,-1.2092,-3.5404,4.241
23:30:07:3040,1.1263,0.5220,-5.2735,5.418
23:30:07:3210,-1.3947,3.3512,-5.0487,6.218
23:30:07:3230,-1.5863,3.9289,-4.1299,5.917
23:30:07:3340,-2.0368,4.1757,-0.3249,4.657
23:30:07:3449,-1.6805,3.4596,1.7102,4.209
23:30:07:3610,-1.5664,1.6636,2.7590,3.582
23:30:07:3630,-1.6646,1.4799,2.4378,3.302
23:30:07:3740,-2.2896,0.4774,0.7505,2.456
23:30:07:3840,-2.4632,-0.3608,0.0167,2.490
23:30:07:4020,-2.4360,-1.0226,0.3863,2.670
23:30:07:4030,-2.4250,-1.1839,0.5685,2.758
23:30:07:4150,-2.3650,-0.7799,0.4326,2.528
23:30:07:4290,-2.3746,0.0970,0.2281,2.387
23:30:07:4550,-1.5422,1.0601,-0.0418,1.872
23:30:07:4570,-1.5354,1.0993,-0.0502,1.889
23:30:07:4570,-1.5501,1.1358,-0.0594,1.923
23:30:07:4630,-0.9758,1.0181,-0.0590,1.411
23:30:07:4820,-0.1396,0.5041,0.1186,0.536
23:30:07:4840,-0.0362,0.4110,0.1361,0.434
23:30:07:5020,0.2610,0.0963,0.0267,0.279
23:30:07:5040,0.5186,-0.0661,-0.2239,0.569
23:30:07:5220,0.9000,0.1062,-0.7490,1.176
23:30:07:5230,0.9070,0.2302,-0.8174,1.243
23:30:07:5330,1.0142,0.6813,-0.8750,1.503
23:30:07:5440,1.0240,1.1445,-0.7457,1.707
23:30:07:5620,1.1178,1.3060,-0.3529,1.755
23:30:07:5629,1.1040,1.3203,-0.2937,1.746
23:30:07:5740,1.1030,1.0826,-0.1891,1.557
23:30:07:5830,1.0356,0.8193,-0.2050,1.336
23:30:07:5970,0.7868,0.5045,-0.1960,0.955
23:30:07:6110,0.6012,0.2917,-0.0255,0.669
23:30:07:6170,0.3546,0.2128,0.2912,0.506
23:30:07:6250,0.1240,0.3350,0.6612,0.752
23:30:07:6370,-0.0691,0.4957,0.8760,1.009
23:30:07:6440,-0.2276,0.6119,1.0494,1.236
23:30:07:6530,-0.3240,0.6690,1.1583,1.376
23:30:07:6630,-0.3502,0.6714,1.2717,1.480
23:30:07:6800,-0.4327,0.5371,1.6021,1.744
23:30:07:6830,-0.4229,0.5455,1.6251,1.766
23:30:07:6949,-0.4376,0.5004,1.7478,1.870
23:30:07:7030,-0.5052,0.6481,1.8603,2.034
23:30:07:7200,-0.5597,0.9031,2.1260,2.377
23:30:07:7230,-0.6037,1.0660,2.1454,2.471
23:30:07:7330,-0.4141,1.3366,2.1496,2.565
23:30:07:7430,-0.3198,1.5279,2.2727,2.757
23:30:07:7600,-0.2003,1.9387,1.9405,2.750
23:30:07:7630,-0.2236,2.0161,1.7476,2.677
23:30:07:7740,-0.2857,2.3015,0.9803,2.518
23:30:07:7840,-0.4282,2.3685,0.1359,2.411
23:30:07:7990,-0.4805,2.2932,-1.0941,2.586
23:30:07:8040,-0.4096,1.8595,-2.1978,2.908
